✔,ID,Jeu,👤,🇬🇧 Name,Name (Romaji),elem ico,Élément,Nom (Kanji),🇬🇧 Nickname,🇫🇷 Nickname,Sexe,Role,Position,"2nde
pos",Pref,Style,Lvl,Rareté,Kick,Ctrl,Tech,Intl,Pres,Phys,Agil,Shoot,AT Focus,DF Focus,AT Duel,DF Duel,Wall,Keeper,Total,N Kick,N Ctrl,N Tech,N Intl,N Pres,N Phys,N Agil,N Shoot,N AT Focus,N DF Focus,N AT Duel,N DF Duel,N Wall,N Keeper,N Total,🇬🇧 Skill lvl 1,🇬🇧 Skill lvl 13,🇬🇧 Skill lvl 20,🇬🇧 Skill lvl 30,🇬🇧 Skill lvl 38,🇬🇧 Skill lvl 43,🇫🇷 Skill lvl 1,🇫🇷 Skill lvl 13,🇫🇷 Skill lvl 20,🇫🇷 Skill lvl 30,🇫🇷 Skill lvl 38,🇫🇷 Skill lvl 43,École/Club/Équipe,Description,Recrutement,tampon,url
FALSE,2891,GO,,Larveo Antlion,Kagero Usuba,,Vent,臼場 影郎,Antlion,Larve,♂,,FW,MF,,Bond,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Feint Dash,Spin Meister,Easy Breezy Kid,,,,Accélération feintée,Tir gyroscopique,Sauve-cabri,,,,Unaffiliated,Gets a weird urge to dig holes in the sandpit whenever he's at the park.,Player Universe: Bootarus,,https://dxi4wb638ujep.cloudfront.net/1/k/7/j/7j0m37l_rru.png
FALSE,2892,GO,,Sheldon Bugg,Musashi Kameyama,,Montagne,亀山 牟狭士,Bugg,Bousier,♂,,DF,MF,,Rough,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Dust Kick,Great Wall,Rising Dragon,,,,Frappe poussiéreuse,Grande muraille,Envol du dragon,,,,Unaffiliated,"Very sensitive of his own body odor, he takes daily baths in scented oils.",Player Universe: Handora,,https://dxi4wb638ujep.cloudfront.net/1/k/k/h/khftaetfgy8.png
FALSE,2893,GO,,Finn Boyle,Odoro Haritachi,,Forêt,針立 棘,Boyle,Mygale,♂,,DF,MF,,Counter,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Feint Play,Future Eye,Hunter's Net,,,,Feinte,Digi-Scan,Filet de chasse,,,,Unaffiliated,"Moody and difficult, but turns into a starry-eyed fan for his favorite idol group.",Player Universe: Ferrum Structura,,https://dxi4wb638ujep.cloudfront.net/1/k/q/o/qomyjzynz4m.png
FALSE,2894,GO,,Venoma Sting,Rin Sakura,,Feu,刺倉 リン,Sting,Scar,♀,,GK,MF,,Rough,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Heel Flick,Combustion Catch,Swallow Counter,,,,Talonnette,Arrêt flamboyant,Tacle du héron,,,,Unaffiliated,A patient player who simply watches and waits for her chance to strike.,Player Universe: Handora,,https://dxi4wb638ujep.cloudfront.net/1/k/b/m/bmx5km-3elk.png
FALSE,2895,GO,,Bert Laydie,Tento Madara,,Forêt,斑 天橙,Laydie,Coxy,♂,,GK,MF,,Justice,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Heel Flick,Stomper Stopper,Big Ball Trick,,,,Talonnette,Onde répulsive,Illusion du ballon géant,,,,Unaffiliated,Loves children's picture books. Never borrows anything else from the library.,Player Universe: Diamantis,,https://dxi4wb638ujep.cloudfront.net/1/k/v/m/vmohvr9v50m.png
FALSE,2896,GO,,Hulk Flounder,Joka Tachikara,,Montagne,太力 場佳,Flounder,Flounder,♂,,GK,MF,,Justice,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Heel Flick,Breath Taker,Rising Dragon,,,,Talonnette,Torse d'acier,Envol du dragon,,,,Unaffiliated,"Strong enough to crush apples in his hands, but too clumsy to peel them.",Player Universe: Tornadrix,,https://dxi4wb638ujep.cloudfront.net/1/k/e/k/ekza4ubvuhk.png
FALSE,2897,GO,,Bjorn Thiswey,Akusuke Takada,,Forêt,高田 阿玖介,Thiswey,Thiswey,♂,,DF,MF,,Rough,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Cunning Pull,Future Eye,Tesla Coil,,,,Tirage rusé,Digi-Scan,Bobine électrique,,,,Unaffiliated,His grumpy expression is just how he was born. Has to practice smiling.,Player Universe: Ferrum Structura,,https://dxi4wb638ujep.cloudfront.net/1/k/0/g/0gmykufdqss.png
FALSE,2898,GO,,Duane Jerus,Mutsuo Warusaya,,Vent,割鞘 睦雄,Jerus,Jerus,♂,,FW,MF,,Tension,50,Légendaire,145,141,127,126,113,109,105,286,340,305,235,239,222,973,866,104,101,91,90,81,78,75,205,244,218,168,171,159,696,620,Power Shot,Easy Breezy,Sonic Shot,,,,Tir puissant,Dribble zéphyr,Tir sonique,,,,Unaffiliated,"Likes to think of himself as a daring bad boy, but he misses the mark a bit.",Player Universe: Bootarus,,https://dxi4wb638ujep.cloudfront.net/1/k/f/i/fi9tjrjnhfe.png
FALSE,2899,GO,,Don Capo,To Kamimura,,Feu,神村 島,Capo,Capo,♂,,FW,MF,,Justice,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Deceptive Step,Bouncing Bomb,Plasma Cut,,,,Enjambée trompeuse,Flamme rebondissante,Tacle fulgurant,,,,Unaffiliated,"Young, but already a gang leader. He believes in survival of the fittest.",Player Universe: Judgion,,https://dxi4wb638ujep.cloudfront.net/1/k/l/n/lnema2wvy_0.png
FALSE,2900,GO,,Riff Ormd,Warasa Hikari,,Vent,陽光 稚佐,Ormd,Ormd,♂,,MF,FW,,Rough,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Dust Kick,Spin Meister,Frosticle,,,,Frappe poussiéreuse,Tir gyroscopique,Cercle arctique,,,,Unaffiliated,"Used to be in a gang, but washed his hands of it after a nasty incident.",Player Universe: Oculi,,https://dxi4wb638ujep.cloudfront.net/1/k/u/p/upvh3jwvfmc.png
FALSE,2901,GO,,Dusty Weeza,Masuo Suga,,Feu,巣賀 舛緒,Weeza,Weeza,♂,,DF,MF,,Rough,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Heel Flick,Fire Drill,Bungee Ball Burst,,,,Talonnette,Torpille de feu,Attaque explosive,,,,Unaffiliated,"Prone to coughing fits from the tiniest speck of dust, he has to wear a mask.",Player Universe: Ferrum Structura,,https://dxi4wb638ujep.cloudfront.net/1/k/w/u/wuobzqi5akc.png
FALSE,2902,GO,,Louisa Borde,Reiko Fukawa,,Feu,怖川 霊子,Borde,Borde,♀,,GK,MF,,Rough,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Dust Kick,Combustion Catch,Criss-Cross,,,,Frappe poussiéreuse,Arrêt flamboyant,Union explosive,,,,Unaffiliated,"She claims to have an affinity with the spirit world—to talk to ghosts, even.",Player Universe: Tornadrix,,https://dxi4wb638ujep.cloudfront.net/1/k/n/g/ngz60ved350.png
FALSE,2903,GO,,Ty Tanner,Yumeji Konaki,,Forêt,粉木 夢二,Titan,Big,♂,,DF,MF,,Breach,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Crosscut Feint,Thief's Eye,Big Ball Trick,,,,Feinte au travers,L'œil du voleur,Illusion du ballon géant,,,,Unaffiliated,"A huge boy, his exact weight is not known as he usually breaks the scales.",Player Universe: Tiraton,,https://dxi4wb638ujep.cloudfront.net/1/k/h/p/hp6pnyxlcze.png
FALSE,2904,GO,,Lucan Thorpe,Otoo Ogami,,Vent,大賀美 音男,Thorpe,Thorpe,♂,,DF,MF,,Tension,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Feint Play,Log Roll,Whirlpool,,,,Feinte,Tourbillon aquatique,Tourbillon géant,,,,Unaffiliated,"Isn't allowed out on moonlit nights, as the full moon seems to drive him wild.",Player Universe: Inazumis,,https://dxi4wb638ujep.cloudfront.net/1/k/2/b/2bluknxxvqs.png
FALSE,2905,GO,,Aymer Loozit,Nintaro Akao,,Montagne,赤尾 任太郎,Loozit,Loozit,♂,,MF,FW,,Tension,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Power Shot,Boomerang Bluff,Sidewinder,,,,Tir puissant,Feinte du boomerang,Serpent à sonnette,,,,Unaffiliated,"He'll blow up at the drop of a hat, but everyone knows it's just hot air.",Player Universe: Dinosauria,,https://dxi4wb638ujep.cloudfront.net/1/k/c/r/cr027autive.png
FALSE,2906,GO,,Kitty Spinster,Nekomi Matano,,Feu,又野 猫美,Kitty,Spinster,♀,,FW,DF,,Rough,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Curving Cut,Bouncing Bomb,Pincer Pinch,,,,Coupe courbée,Flamme rebondissante,Pinces coupantes,,,,Unaffiliated,A sprightly girl who can perform high jumps but talks a bit like an old lady.,Player Universe: Meteorus,,https://dxi4wb638ujep.cloudfront.net/1/k/z/d/zdfxw_yplms.png
FALSE,2907,GO,,Oswald Bones,Kohei Sunamine,,Forêt,砂嶺 高兵,Bones,Bones,♂,,FW,MF,,Justice,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Nutmeg,Bouncing Bunny,Big Ball Trick,,,,Petit pont,Lièvre bondissant,Illusion du ballon géant,,,,Unaffiliated,Student of osteopathy and the human skeleton. Most find him a bit creepy.,Player Universe: Academion,,https://dxi4wb638ujep.cloudfront.net/1/k/d/r/dream-7gekm.png
FALSE,2908,GO,,Kingston Whitebridge,Hiro Shirasagi,,Vent,白鷺 央,K-White,Roi-B,♂,,GK,MF,,Breach,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Feint Dash,Somersault Stamp,Easy Breezy Kid,,,,Accélération feintée,Arrêt salto,Sauve-cabri,,,,Unaffiliated,Heir to a respected family with a long- time grudge against the Blackcrowns.,Player Universe: Genii,,https://dxi4wb638ujep.cloudfront.net/1/k/s/d/sdv7hbdap5k.png
FALSE,2909,GO,,Bisher Whitehurst,Sosuke Byakuya,,Vent,白夜 僧輔,B-White,Fou-B,♂,,DF,FW,,Justice,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Curving Cut,Spin Meister,Ozone Flayer,,,,Coupe courbée,Tir gyroscopique,Bombe d'ozone,,,,Unaffiliated,"Eldest son of the Whitebridges' butler, and Rick's twin. A natural cynic.",Player Universe: Genii,,https://dxi4wb638ujep.cloudfront.net/1/k/m/s/msmoycosczu.png
FALSE,2910,GO,,Nitely Whitehurst,Naito Byakuya,,Vent,白夜 那緋人,N-White,Cavalier-B,♂,,FW,MF,,Rough,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Nutmeg,Spin Meister,Frosticle,,,,Petit pont,Tir gyroscopique,Cercle arctique,,,,Unaffiliated,Third son of the Whitebridges' butler. Earnest and friendly by nature.,Player Universe: Genii,,https://dxi4wb638ujep.cloudfront.net/1/k/9/e/9e9vfjooxq8.png
FALSE,2911,GO,,Rick Whitehurst,Tankuro Byakuya,,Vent,白夜 短句朗,R-White,Tour-B,♂,,MF,DF,,Breach,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Dust Kick,Hyper-Swiper,Easy Breezy Kid,,,,Frappe poussiéreuse,Tacle fantôme,Sauve-cabri,,,,Unaffiliated,Son of the Whitebridge butler and twin of Bisher. Training as a bodyguard.,Player Universe: Genii,,https://dxi4wb638ujep.cloudfront.net/1/k/_/l/_l6zx6ce0s8.png
FALSE,2912,GO,,Quinn Whitebridge,Yumine Shirasagi,,Vent,白鷺 弓音,Q-White,Reine-B,♀,,FW,MF,,Rough,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Nutmeg,Spin Meister,Easy Breezy Kid,,,,Petit pont,Tir gyroscopique,Sauve-cabri,,,,Unaffiliated,"Daughter of the Whitebridge family. Very elegant, but willful and rebellious.",Player Universe: Genii,,https://dxi4wb638ujep.cloudfront.net/1/k/o/n/onlscf6-zfu.png
FALSE,2913,GO,,Drei Whitely,Punta Shiraki,,Vent,白木 プンタ,3-White,3-B,♂,,MF,FW,,Counter,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Dust Kick,Spin Meister,Frosticle,,,,Frappe poussiéreuse,Tir gyroscopique,Cercle arctique,,,,Unaffiliated,The third of quintuplets and errand boy for the Whitebridges. Daydreamer.,Player Universe: Genii,,https://dxi4wb638ujep.cloudfront.net/1/k/u/i/uionpyp2s_k.png
FALSE,2914,GO,,Iggy Heade,Tosui Kawahata,,Montagne,皮羽他 頭水,Heade,Heade,♂,,FW,MF,,Breach,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Dust Kick,Spin Meister,Acrobatic Keep,,,,Frappe poussiéreuse,Tir gyroscopique,Esquive acrobatique,,,,Unaffiliated,"Cast as a terrible adversary in his pro wrestling club, but really quite timid.",Player Universe: Tiraton,,https://dxi4wb638ujep.cloudfront.net/1/k/f/k/fkzginpmbmm.png
FALSE,2915,GO,,Tyko Wondo,Jinto Kakune,,Montagne,格根 刃闘,Wondo,Wondo,♂,,GK,MF,,Counter,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Deceptive Step,Breath Taker,Acrobatic Keep,,,,Enjambée trompeuse,Torse d'acier,Esquive acrobatique,,,,Unaffiliated,A huge fan of martial arts of all kinds. Never misses the competitions on TV.,Player Universe: Handora,,https://dxi4wb638ujep.cloudfront.net/1/k/r/g/rgmetqqumzk.png
FALSE,2916,GO,,Sid Steppe,Bokuhiko Sagamihara,,Forêt,相模原 撲彦,Steppe,Steppe,♂,,MF,FW,,Bond,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Power Shot,Future Eye,Fortissimo,,,,Tir puissant,Digi-Scan,Tir Fortissimo,,,,Unaffiliated,Got really into Mongolian wrestling while on holiday in Mongolia.,Player Universe: Caravanus,,https://dxi4wb638ujep.cloudfront.net/1/k/a/i/aix_-vmulam.png
FALSE,2917,GO,,Rhonda House,Heami Bando,,Montagne,番東 辺亜美,House,House,♀,,DF,MF,,Rough,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Curving Cut,Blast Mine,Pancake Defence,,,,Coupe courbée,Torpille terrestre,Tir de défense canon,,,,Unaffiliated,Known for winning a national kick- boxing title while in primary school.,Player Universe: Tropheus,,https://dxi4wb638ujep.cloudfront.net/1/k/y/n/yni0oe-x8ls.png
FALSE,2918,GO,,Francis Shoe,Sabahito Shibuichi,,Montagne,四分一 鯖人,Shoe,Shoe,♂,,FW,MF,,Rough,50,Légendaire,145,141,127,126,113,109,105,286,340,305,235,239,222,973,866,104,101,91,90,81,78,75,205,244,218,168,171,159,696,620,Power Shot,Boomerang Bluff,Jumping Jack ,,,,Tir puissant,Feinte du boomerang,Attaque ressort,,,,Unaffiliated,"Took up the art of savate, to follow in his French grandfather's footsteps.",Player Universe: Ferrum Structura,,https://dxi4wb638ujep.cloudfront.net/1/k/d/l/dltvfhytrwe.png
FALSE,2919,GO,,Ken Haddow,Sugao Nukabachi,,Vent,額鉢 菅夫,Haddow,Haddow,♂,,FW,MF,,Tension,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Deceptive Step,Spin Meister,Easy Breezy Kid,,,,Enjambée trompeuse,Tir gyroscopique,Sauve-cabri,,,,Unaffiliated,"Loves fighting games, and wears a headband like his favorite character.",Player Universe: Inazumis,,https://dxi4wb638ujep.cloudfront.net/1/k/j/k/jkwgw8tlk20.png
FALSE,2920,GO,,Price Shaids,Kurazo Tabuchi,,Forêt,田渕 蔵三,Shaids,Shaids,♂,,GK,MF,,Justice,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Nutmeg,Stomper Stopper,Big Ball Trick,,,,Petit pont,Onde répulsive,Illusion du ballon géant,,,,Unaffiliated,Never seen without a pair of designer sunglasses. Abhors cheap rip-offs!,Player Universe: Oculi,,https://dxi4wb638ujep.cloudfront.net/1/k/s/i/sibb7dlfjfc.png
FALSE,2921,GO,,Patton Fairway,Shuji Watarinuki,,Forêt,渡貫 修司,Fairway,Fairway,♂,,DF,MF,,Rough,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Curving Cut,Hey Presto,Hunter's Net,,,,Coupe courbée,Passage Presto,Filet de chasse,,,,Unaffiliated,A keen golfer. He practices with 500 swings every day after school!,Player Universe: Orbis Ricarra,,https://dxi4wb638ujep.cloudfront.net/1/k/q/d/qdgdvazzmdc.png
FALSE,2922,GO,,Philippa Belle,Manaka Moeha,,Feu,萌葉 愛香,Pippa,Belle,♀,,FW,MF,,Breach,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Heel Flick,Bouncing Bomb,Swallow Counter,,,,Talonnette,Flamme rebondissante,Tacle du héron,,,,Unaffiliated,A mean-spirited girl with superficial charm. Has broken many hearts.,Player Universe: Orbis Ricarra,,https://dxi4wb638ujep.cloudfront.net/1/k/h/r/hr384l_jhw0.png
FALSE,2923,GO,,Des Eving,Satori Meiseki,,Forêt,明析 智利,Eving,Eving,♂,,MF,DF,,Bond,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Cunning Pull,Future Eye,Hunter's Net,,,,Tirage rusé,Digi-Scan,Filet de chasse,,,,Unaffiliated,Don't be fooled by his intellectual air— his school results are abysmal.,Player Universe: Oculi | Starting Team: My Team A,,https://dxi4wb638ujep.cloudfront.net/1/k/b/e/beujr4kbuqe.png
FALSE,2924,GO,,Newt Lease,Shosuke Takeoka,,Feu,竹陸 章輔,Lease,Lease,♂,,DF,FW,,Bond,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Feint Play,Bouncing Bomb,Goopy Gloopy Goo,,,,Feinte,Flamme rebondissante,Pâte gluante,,,,Unaffiliated,"Was the ace of the handball team, but had to give up after a shoulder injury.",Player Universe: Ferrum Turris,,https://dxi4wb638ujep.cloudfront.net/1/k/w/s/wsloghs75js.png
FALSE,2925,GO,,Armand Sedate,Kansuke Yashiki,,Montagne,邸 緩助,Sedate,Sedate,♂,,MF,DF,,Justice,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Deceptive Step,Fractal Repeller,Dance on Air,,,,Enjambée trompeuse,Rempart fractal,Danse de l'air,,,,Unaffiliated,"A serene, peace-loving boy. Even his family has never seen him angry.",Player Universe: Tiraton,,https://dxi4wb638ujep.cloudfront.net/1/k/e/g/egaw3kvzece.png
FALSE,2926,GO,,Kingley Blackcrown,Aruji Kokuo,,Feu,黒王 主,K-Black,Roi-N,♂,,GK,MF,,Justice,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Heel Flick,Combustion Catch,Swallow Counter,,,,Talonnette,Arrêt flamboyant,Tacle du héron,,,,Unaffiliated,"Son and heir of the Blackcrown family, ancient rivals of the Whitebridges.",,,https://dxi4wb638ujep.cloudfront.net/1/k/1/u/1urra1jjzvs.png
FALSE,2927,GO,,Bishopp Blackside,Sokichi Kurosawa,,Feu,黒沢 僧吉,B-Black,Fou-N,♂,,DF,MF,,Tension,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Dust Kick,Runaway Train,Swallow Counter,,,,Frappe poussiéreuse,Train en roue libre,Tacle du héron,,,,Unaffiliated,Eldest son of a family that has long served the Blackcrowns. Rook's twin.,Player Universe: Genii,,https://dxi4wb638ujep.cloudfront.net/1/k/b/g/bgwca0aqsdm.png
FALSE,2928,GO,,Nate Blackside,Kihei Kurosawa,,Feu,黒沢 騎平,N-Black,Cavalier-N,♂,,FW,MF,,Tension,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Heel Flick,Bouncing Bomb,Bungee Ball Burst,,,,Talonnette,Flamme rebondissante,Attaque explosive,,,,Unaffiliated,"Third son of the Blacksides. Seems blunt, but actually easily embarrassed.",Player Universe: Genii,,https://dxi4wb638ujep.cloudfront.net/1/k/q/u/qub9tlmq_wk.png
FALSE,2929,GO,,Rook Blackside,Tanku Kurosawa,,Feu,黒沢 丹九,R-Black,Tour-N,♂,,MF,DF,,Tension,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Rolling Steal,Heart Beat,Pincer Pinch,,,,Vol enroulé,Attaque ventriculaire,Pinces coupantes,,,,Unaffiliated,Second son of the Blackside family and Bishopp's twin. Honest to a fault.,Player Universe: Draconis,,https://dxi4wb638ujep.cloudfront.net/1/k/k/b/kbii-wtykqu.png
FALSE,2930,GO,,Queenie Blackcrown,Himeko Kokuo,,Feu,黒王 媛子,Q-Black,Reine-N,♀,,FW,MF,,Breach,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Heel Flick,Bouncing Bomb,Bungee Ball Burst,,,,Talonnette,Flamme rebondissante,Attaque explosive,,,,Unaffiliated,"Talented in both mental and physical fields, but incredibly self-conscious.",Player Universe: Genii,,https://dxi4wb638ujep.cloudfront.net/1/k/7/p/7ptptp1inj8.png
FALSE,2931,GO,,Tre Blackley,Pusuke Kuroishi,,Feu,黒石 プースケ,3-Black,3-N,♂,,MF,DF,,Justice,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Dust Kick,Runaway Train,Criss-Cross,,,,Frappe poussiéreuse,Train en roue libre,Union explosive,,,,Unaffiliated,The third of quintuplets and trusty errand boy for the Blackcrowns.,Player Universe: Genii,,https://dxi4wb638ujep.cloudfront.net/1/k/5/i/5iu19wnoil8.png
FALSE,2932,GO,,Ernest Etson,Agenari Norikawa,,Forêt,典河 論也,Etson,Etson,♂,,GK,DF,,Justice,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Rolling Steal,Stomper Stopper,Hunter's Net,,,,Vol enroulé,Onde répulsive,Filet de chasse,,,,Unaffiliated,"A collector of ten-gallon hats, he fancies himself a bit of a cowboy.",Player Universe: Instructus Notara,,https://dxi4wb638ujep.cloudfront.net/1/k/i/g/igluqpb0pwu.png
FALSE,2933,GO,,Turner Tabel,Joki Marusara,,Feu,丸盤 條樹,Tabel,Tabel,♂,,FW,MF,,Bond,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Feint Dash,Bouncing Bomb,Bungee Ball Burst,,,,Accélération feintée,Flamme rebondissante,Attaque explosive,,,,Unaffiliated,A would-be DJ who somehow always gets hold of the mic at school events.,Player Universe: Oculi,,https://dxi4wb638ujep.cloudfront.net/1/k/o/p/opghds0862k.png
FALSE,2934,GO,,Reilly Italot,Tabero Neyama,,Forêt,寧山 食朗,Italot,Italot,♂,,MF,DF,,Tension,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Deceptive Step,Thief's Eye,Big Ball Trick,,,,Enjambée trompeuse,L'œil du voleur,Illusion du ballon géant,,,,Unaffiliated,"Adores hot dogs, but only those made from the best organic grass-fed pork.",Player Universe: Odenius,,https://dxi4wb638ujep.cloudfront.net/1/k/z/n/zn3autsgxfm.png
